INFO   | wrapper  | timer   | 2025/02/19 09:38:18.134 | The timer fell behind the system clock by 410111000ms.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.024 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.028 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.028 | INFO  [update-electronicsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-electronicsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.077 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-backofficeIndex-CronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-backofficeIndex-CronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.088 | INFO  [update-powertoolsIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-powertoolsIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.099 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.099 | INFO  [update-apparel-deIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-deIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.236 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Started indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.236 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [AbstractIndexerStrategy] No active index found, FULL indexer operation must be performed before any other operation
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.236 | INFO  [update-apparel-ukIndex-cronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (update-apparel-ukIndex-cronJob) [SolrIndexerJob] Finished indexer cronjob.
INFO   | jvm 2    | main    | 2025/02/19 09:38:21.320 | INFO  [outboundSyncSupervisorCronJob::de.hybris.platform.servicelayer.internal.jalo.ServicelayerJob] (outboundSyncSupervisorCronJob) [OutboundSyncJobSupervisor] Checking for stuck outbound sync jobs
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.193 | INFO  [inboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.193 | INFO  [outboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.204 | INFO  [xyFormHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.204 | INFO  [cronJobHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (cronJobHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.204 | INFO  [orphanXyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (orphanXyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.214 | INFO  [outboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.215 | INFO  [xyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.225 | INFO  [outboundRetryCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRetryCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [auditReportDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (auditReportDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [integrationApiMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (integrationApiMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Starting AfterRetentionCleanupJob
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [xyFormDataRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormDataRetentionCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using xyFormDataRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [outboundRetryCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRetryCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using outboundRetryCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [outboundRequestCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using outboundRequestCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [inboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (inboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using inboundRequestMediaCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [outboundRequestMediaCleanupCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (outboundRequestMediaCleanupCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using outboundRequestMediaCleanupRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.434 | INFO  [cronJobHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (cronJobHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using cronJobHistoryRetentionRule
INFO   | jvm 2    | main    | 2025/02/19 09:38:22.435 | INFO  [xyFormHistoryRetentionCronJob::de.hybris.platform.servicelayer.internal.jalo.RetentionJob] (xyFormHistoryRetentionCronJob) [AfterRetentionCleanupJobPerformable] Selecting items for clean up using xyFormHistoryRule
